Username,Handle,Timestamp,Text,Associated Hashtags,Replies,Retweets,Likes
The Animal Feeding Project,@Animal_Feeding,2021-12-15T10:04:34.000Z,"Interesting how human-animal interactions are changing, not least due to #climatechange - we're constantly intervening in animal lives albeit unintentional. But ... simple, further interventions like bear proof bins can reduce human / wildlife conflict.
Virginia Thomas
@ArbitrioHumano
 · 9h
Do not (accidentally) feed the bears! twitter.com/RewildApennine…
1",[],0,0,1
Gulf News Opinion,@GNOpinion,2021-12-15T10:04:00.000Z,"#ClimateChange: We neither own nor have domain over this planet we inhabit. We simply hold it in trust for our children, who will do the same for theirs 

Fawaz Turki, noted Arab-American writer, opines in 
@gulf_news
gulfnews.com
Climate change and tipping point for humankind
Young people worldwide, it seems, appear aware of this horrifying truth",['#ClimateChange:'],0,0,0
"Norfolk Painter. He paints, he tweets",@norfolkpainter,2021-12-15T10:03:45.000Z,"The cost of this windfarm will be eye-watering. We need to spend £330 million to repair underwater cables wearing thin on the seabed before we dig one shovel full for this. The impact on the countryside is huge laying cables for 40 miles. #ClimateEmergency  #climatechange
2
5
7",['#ClimateEmergency'],2,5,7
Tregarthen's Hotel and Cottages,@Tregarthens,2021-12-15T10:01:09.000Z,"We have removed many single use plastic items from the hotel, for example straws and plastic drinks stirrers, replacing them with cardboard straws or simply removing the items completely.

 by Brian Yurasits, Unsplash

#sustainability #climatechange #environment #bethechange
1
1","['#sustainability', '#environment', '#bethechange']",0,1,1
Pawprint,@PawprintEco,2021-12-15T10:01:07.000Z,"Our webinar 'How to accelerate eco-action at work' is back -- and what a lineup we have for you from 
@nbrly
 @OoniHQ
 @Aegon
 and 
@MMMoneyMatter
 

Join us on Thu 27 January at 12.30 pm! 

#webinar #carbonfootprint #sustainablebusiness #climatechange
eventbrite.co.uk
How to accelerate eco-action at work
Workplace activism is on the rise. Join our peer-to-peer knowledge sharing session to accelerate your climate initiatives today.
2","['#webinar', '#carbonfootprint', '#sustainablebusiness']",0,0,2
MerseysideRWA,@MerseysideRWA,2021-12-15T10:00:55.000Z,"We throw away the equivalent of 3.1 million glasses worth of #milk a day - it can be from putting too much in our cereal or that unfinished cup of tea. 

It takes 358 million m3 of water and 31,000 hectares of land to produce this milk. 

#LoveFoodHateWaste #ClimateChange
1","['#milk', '#LoveFoodHateWaste']",0,0,1
HarwoodEducation,@HarwoodEdu,2021-12-15T10:00:28.000Z,"Four charities selected this year all help protect the rights of marginalised people most affected by the climate crisis

For more:
https://bit.ly/3Gzvtlo

#TransformativeLeadership
#TransitionEngineering
#ClimateLiteracy
#ClimateChange","['#TransformativeLeadership', '#TransitionEngineering', '#ClimateLiteracy']",0,0,0
Silicone Startup,@napbot,2021-12-15T10:00:26.000Z,"AQI: 270
Advisory:- Very Unhealthy: everyone especially children, should limit prolonged outdoor exertion

#ClimateChange #globalwarming #savetheplanet #PlantATree #AirQuality
#environment #Healthy #Future #Children
1","['#globalwarming', '#savetheplanet', '#PlantATree', '#AirQuality', '#environment', '#Healthy', '#Future', '#Children']",0,1,0
Pavel Sladkov,@PSladkov,2021-12-15T10:00:13.000Z,"#climatechange, Fundamentally new materials for green economy and  clean energy are also very important. Here's how to open and develop them:
researchgate.net
(PDF) Rapid discovery of new drugs (including antiviral) and materials
PDF | This project will help defeat COVID-19 and prevent new pandemics, as well as to obtain fundamentally new materials for clean energy and green... | Find, read and cite all the research you need...","['#climatechange,']",0,0,0
Salix Finance,@SalixFinance,2021-12-15T10:00:07.000Z,"In a reminder of the impacts of #ClimateChange, the highest temperature ever recorded in the Arctic has been confirmed by the 
@WMO
 

http://ow.ly/lWt750Hb4Oe

#@BBCNews #GlobalWarming
bbc.co.uk
Arctic Circle's record high temperature sounds 'alarm bells'
The highest temperature recorded in the region last year - 38C (100F) - is officially confirmed.","['#ClimateChange,', '#@BBCNews', '#GlobalWarming']",0,0,0
British Council Korea,@krBritish,2021-12-15T10:00:07.000Z,"Teachers: how can students learn about #climatechange  within the four walls of the classroom?  We've developed plenty of resources available to fit climate issues into your students' world: https://bit.ly/31HHl5S
1",[],0,0,1
British Council Indonesia,@idBritish,2021-12-15T10:00:07.000Z,"Teachers: how can students learn about #climatechange  within the four walls of the classroom?  We've developed plenty of resources available to fit climate issues into your students' world: https://bit.ly/31HHl5S
1
3",[],0,1,3
British Council Australia,@auBritish,2021-12-15T10:00:07.000Z,Teachers: how can students learn about #climatechange  within the four walls of the classroom?  We've developed plenty of resources available to fit climate issues into your students' world: https://bit.ly/31HHl5S,[],0,0,0
British Council MY,@my_British,2021-12-15T10:00:07.000Z,"Teachers: how can students learn about #climatechange  within the four walls of the classroom?  We've developed plenty of resources available to fit climate issues into your students' world: https://bit.ly/31HHl5S
1
1",[],0,1,1
Portman Partners,@PortmanPartners,2021-12-15T10:00:01.000Z,"Study: Work lost to stifling temperatures could cost global economy $1.6tr 
@michaelholder
#TwitterDailyBlog #DataCentreNews #SustainabilityNews #Sustainability #BusinessGreen #DataCentreTweets #SustainabilityTweets #Climate #ClimateChange #MichaelHolder
businessgreen.com
Study: Work lost to stifling temperatures could cost global economy $1.6tr
Outdoor jobs such as agricultural or construction work could become impossible to perform safely on hot afternoons in many parts of the world, NASA-funded study warns
1
1
1","['#TwitterDailyBlog', '#DataCentreNews', '#SustainabilityNews', '#Sustainability', '#BusinessGreen', '#DataCentreTweets', '#SustainabilityTweets', '#Climate', '#MichaelHolder']",1,1,1
EINEWELT ohne Hunger I ONE WORLD - no Hunger,@1Worldnohunger,2021-12-15T10:00:00.000Z,"#MilkforFuture: See how your favorite type of milk compares in the #Sustainability check.
#Ag #ClimateChange
2
1","['#MilkforFuture:', '#Sustainability', '#Ag']",0,2,1
Low Entropy Foundation,@LowEntropyFoun1,2021-12-15T09:59:46.000Z,"Protecting our animals in the Canadian Arctic is a great move to sustain our wildlife for future generations! #biodiversity #ClimateCrisis #climatechange #animals #Canada #conservation
CTV News
@CTVNews
 · Dec 17, 2019
Artist uses cartoons to shine light on positive headlines around the world https://ctvnews.ca/lifestyle/artist-uses-cartoons-to-shine-light-on-positive-headlines-around-the-world-1.4732946?taid=5df87d0b058609000175b3a0&utm_campaign=trueAnthem%3A+New+Content+%28Feed%29&utm_medium=trueAnthem&utm_source=twitter…
2
1","['#biodiversity', '#ClimateCrisis', '#animals', '#Canada', '#conservation']",0,2,1
ESE Group,@ESEGroupUK,2021-12-15T09:58:46.000Z,"By 2030, the UK needs to treble its capacity of electricity coming from Solar to keep Net Zero 2050 targets on track. 

https://lnkd.in/gGTTkaGT

#solarenergy #netzero2050 #climatechange #renewableenergy #renewables #solarpv #solar #batterystorage #esegroup #whatmorecanbedone
linkedin.com
Solar Energy UK on LinkedIn: #RouteToNetZero #SolarEnergy #Innovation
According to expert analysis, by 2030, the UK will need to treble the capacity of electricity coming from solar to keep on track with delivering net zero...
1","['#solarenergy', '#netzero2050', '#renewableenergy', '#renewables', '#solarpv', '#solar', '#batterystorage', '#esegroup', '#whatmorecanbedone', '#RouteToNetZero', '#SolarEnergy', '#Innovation']",0,1,0
Mark,@mark_melbin,2021-12-15T09:58:43.000Z,"Thread: The Thwaites Glacier. 

#Antarctic #ClimateChange #GlobalWarming #ScottyDoesNothing #auspol
Philip Boucher-Hayes
@boucherhayes
 · 12h
The Thwaites Glacier (roughly the size of Britain) is mostly held in place by a massive shelf of ice that slows its flow in to the sea.
Show this thread
0:04
9.4K views
1","['#Antarctic', '#GlobalWarming', '#ScottyDoesNothing', '#auspol']",0,1,0
Kristine Capek,@KristineCapek,2021-12-15T09:57:26.000Z,"Thank you, 
@TwoandaMic1
, for having me in your podcast ""Two and a Mic by Zak"". It was a pleasure to talk with you about #recruitment, #femaleempowerment and #climatechange - all topics that are close to my heart.
rss.com
Two and a Mic - Kristine - Recruiting and Mentoring: Passion, Equality and Determination | RSS...
Kristine is the consummate professional. She works exactly as any boss would love for her to work; dedicated, focused and always willing to learn. Luckily enough for Kristine she is also the kind of...
1
2
2","['#recruitment,', '#femaleempowerment']",1,2,2
Lucy - OceaNFT,@OceaNFT,2021-12-15T09:56:29.000Z,"It's so important that world leaders step up to tackle the plastic crisis as they should. Without this we'll surely continue drowning the earth in a sea of man made crap for years to come. 

#plastic #plasticpollution #ClimateCrisis #climatechange #crisis
WWF
@WWF
 · Dec 14
We’re in a #Plastic crisis! We’re joining 700+ civil society groups in asking world leaders at the UN Environment Assembly to step up and establish a global legally binding #PlasticsTreaty.

Join us by signing our petition here 
http://go.panda.org/plastics
3","['#plastic', '#plasticpollution', '#ClimateCrisis', '#crisis', '#Plastic', '#PlasticsTreaty.']",0,0,3
Kyotocoin,@kyotocoin,2021-12-15T09:55:50.000Z,"Kyoto Coin
Coinpaprika delivers full market data about the ICO of Kyoto Network. 
Find information: 
Tohttps://coinpaprika.com/ico-project/kyo-kyoto-network/
#cryptocurrency #climatechange #KyotoCoin
1
1","['#cryptocurrency', '#KyotoCoin']",1,0,1
Rivera Sun,@RiveraSunAuthor,2021-12-15T09:55:09.000Z,SteamDrills -Nothing can ever express the empty shock that hits your gut when you realize an entire mountain's gone #ClimateChange #Coal,['#Coal'],0,0,0
Alex Low,@alexloyh,2021-12-15T09:54:52.000Z,"Shouldn't we look at Jan-Nov instead? 
@laurimyllyvirta
Coal-fired +9.9%, hydro -2.2%, nuclear +11.9%, wind +29.2%, solar +13.9%. Total outputs of coal and hydro power far exceed nuclear, wind and solar.  And the data don't actually show emissions. 
#China #climatechange #energy
Lauri Myllyvirta
@laurimyllyvirta
 · 12h
China's power sector emissions fell in November, with thermal power generation -2.5% on year. Wind +28%, solar +23%, nuclear +4%. Construction materials still in freefall with crude steel -22%, cement -19%.
http://wap.stats.gov.cn/fb/202112/t20211215_1825306.html…
Show this thread","['#China', '#energy']",0,0,0
BERHANU RABO,@BERHANURABO,2021-12-15T09:48:32.000Z,"Eleven percent of the world’s population is currently vulnerable to #climatechange impacts such as droughts, floods, heat waves, extreme weather events and sea-level rise. #ClimateChangeFacts
conservation.org
Climate Change: 11 facts you need to know
We're already seeing the effects of man-made climate change -- but nature can help. Here are the facts you need to know.",['#ClimateChangeFacts'],0,0,0
Karyn Caplan,@KarynCaplan,2021-12-15T09:47:30.000Z,"LIVE NOW: Please do join us as we kick off the final day of the Global #HealthPromotion Conference. 
@IlonaKickbusch
 is currently leading a Plenary on the intersection of #UHC and #wellbeing. Then, stay for a deep dive with 
@DiarmidCL
 on #climatechange and our collective health!
Diarmid Campbell-Lendrum
@DiarmidCL
 · 10h
In ~ 2.5 hours (13:00 CET: 15.12.21), I'm moderating the climate change deep dive at the 10th Global Health Promotion Conference.  Spend an hour with top panelists on the opportunities for #HealthPromotion while cutting carbon! Join us at  https://10gchp.org","['#HealthPromotion', '#UHC', '#wellbeing.', '#HealthPromotion']",0,0,0
Ecotextile News,@ecotextile,2021-12-15T09:47:11.000Z," @BCICotton
 has announced a new #climatechange target of reducing overall greenhouse gas  emissions per tonne of cotton produced by 50% by 2030, against a 2017 baseline.
ecotextile.com
Better Cotton to halve GHG emissions by 2030
Better Cotton to halve GHG emissions by 2030
1
2",[],0,1,2
BERHANU RABO,@BERHANURABO,2021-12-15T09:46:52.000Z,"Tropical forests are incredibly effective at storing carbon, providing at least a third of the mitigation action needed to prevent the worst #climatechange scenarios. Yet nature-based solutions receive only 3% of all climate funding. #ClimateChangeFacts
conservation.org
Climate Change: 11 facts you need to know
We're already seeing the effects of man-made climate change -- but nature can help. Here are the facts you need to know.",['#ClimateChangeFacts'],0,0,0
Henrique Cahet,@henrique_cahet,2021-12-15T09:46:50.000Z,"A wake up call to #ClimateChange
IPCC
@IPCC_CH
 · 10h
Water is in constant movement across our planet & plays a key role for humans & ecosystems. 

#IPCC scientist Paola Arias explains how #climatechange is affecting the water cycle in the next episode of our #ClimateChange explained… series. 

 https://bit.ly/WGIReport
1:44
1.5K views",['#IPCC'],0,0,0
EA WorldView,@EA_WorldView,2021-12-15T09:46:17.000Z,"EA on 
@TRTWorld
: Is the #G7 Still Relevant? 

https://eaworldview.com/2021/12/ea-on-trt-world-is-the-g7-still-relevant/…

#ClimateChange #Coronavirus","['#G7', '#Coronavirus']",0,0,0
EcoManDan,@EcoManDan,2021-12-15T09:45:57.000Z,"#cc #climatechange RT 
@UNEP
: RT 
@andersen_inger
: Glad to take part in the 
@UNECOSOC
 briefing on #COP26 

While #COP26 did not put the world on a clear pathway to delive…","['#cc', '#COP26', '#COP26']",0,0,0
Commodity Stories,@CommodityStory,2021-12-15T09:45:06.000Z,"KalkineMediaComAu has published "" Top Companies that have touched hearts with their unique Corporate Social Responsibility initiatives "" on 15/12/2021 #ClimateChange #Tech #Energy
kalkinemedia.com
Top Companies that have touched hearts with their unique Corporate Social Responsibility initiatives
Top Companies that have touched hearts with their unique Corporate Social Responsibility initiatives","['#Tech', '#Energy']",0,0,0
Business Magazine,@BusinessMagazi8,2021-12-15T09:44:44.000Z,"Delhi government installs a structure of bamboo, sprinkled water all to remove froth from the Yamuna River. The Yamuna at this time of year has smog engulfing the sky above .

Read Full article on...

Visit : https://businesstouchmagazine.com

#pollution #environment #climatechange #nature","['#pollution', '#environment', '#nature']",0,0,0
modfabe_msca,@modfabe,2021-12-15T09:43:25.000Z,"This afternoon we will share with 
@theAGU
 community an overview on #farmers' perception regarding #climatechange #awareness #impacts #adaptationcapacity Join our GC33A session at 12.45 pm CST! #AGU21 
@eiPolimi
 @hydroaholics
 @SanRicCas
1","[""#farmers'"", '#awareness', '#impacts', '#adaptationcapacity', '#AGU21']",0,0,1
AIM Group Int,@AIMGroupInt,2021-12-15T09:43:00.000Z,"Our Innovation Director, 
@AnnalisaPonchia
, announces that AIM Group has signed the “#NetZero Carbon Events” pledge, the most inclusive collaborative action tackling the challenges of #climatechange within the #meetingsindustry.
Read the article here:
aimgroupinternational.com
AIM Group International signs pledge for “Net Zero Carbon Events” | AIM Group
AIM Group International organises thousands of events and meetings every year. With its 17 offices around the world it offers extraordinary services and solutions as a PCO, Event Management Company,...
1
3","['“#NetZero', '#meetingsindustry.']",0,1,3
Social & Political,@PolyConundrum,2021-12-15T09:35:31.000Z,What One Person Can Do About #ClimateChange #climate #climatecrisis #climateemergency https://tinyurl.com/y66sv7du,"['#climate', '#climatecrisis', '#climateemergency']",0,0,0
WhatsOn,@WhatsOn_UK,2021-12-15T09:35:26.000Z,"With the issues surrounding climate change being more prominent now than ever Uswitch found out the environmental cost of the most popular songs based on Spotify data.

#Climatechange #ClimateAgreement #Uswitch #songs #carbonemissions #Spotify
whatson.guide
10 songs causing most CO2 emissions","['#ClimateAgreement', '#Uswitch', '#songs', '#carbonemissions', '#Spotify']",0,0,0
Christian Rosen,@Christian2Rosen,2021-12-15T09:35:20.000Z,"Tackling #ClimateChange is an urgent matter, and technology companies have an important role to play.
 
We are delighted to be recognized again by the 
@CDP
 for our actions to reduce global warming and for our leadership in #EnvironmentalTransparency 

 https://atos.net/en/2021/press-release_2021_12_07/atos-named-on-cdp-a-list-for-leading-effort-against-climate-change-3…",['#EnvironmentalTransparency'],0,0,0
Andrés Del Castillo #Plasticstreaty,@andresdelcas,2021-12-15T09:34:21.000Z,"""Worryingly #FossilFuel subsidies are continuing to increase, costing governments approx USD 500 BILLION in public funds each year, going against our effort to address #climatechange"" 
Damien O'Connor, Minister for Trade and Export Growth (New Zealand)
2
2","['#FossilFuel', '#climatechange""']",2,0,2
Meteored | Tempo.com,@MeteoredBR,2021-12-15T09:34:14.000Z,"#Ártico #MudançaClimática #ClimateChange
 A transição para um ambiente mais úmido e quente ocorrerá mais cedo do que o esperado! Saiba mais aqui 
tempo.com
Até o final do século no Ártico precipitará mais chuva do que neve
A transição para um ambiente mais úmido e quente ocorrerá mais cedo do que o esperado, e é uma má notícia para o mundo todo, dizem os cientistas.
1
3","['#Ártico', '#MudançaClimática']",0,1,3
Extinction Rebellion Wimborne,@XRWimborne,2021-12-15T09:34:11.000Z,"The wonderful 
@wildcardrewild
 team are meeting with the Crown Estate to discuss #rewilding - including Wimborne resident 
@JMBecologist
 

They will say, ""Now is the time, do something heroic in this dangerous moment - rewild!”

#rewildtheroyals #wildlife #climatechange #solutions
Wild Card
@wildcardrewild
 · Dec 14
Next up on team that will attend the Crown Estate meeting, @JMBecologist 

Prof. James Bullock is an extremely experienced and respected rewilding expert and environmental campaigner. /3
Show this thread
1
8
13","['#rewilding', '#rewildtheroyals', '#wildlife', '#solutions']",1,8,13
The Limehouse Podcast,@limehousepod,2021-12-15T09:32:53.000Z,"Man this was a great chat. It’s coming this week! I spoke with Nathaniel Rich about his book #LosingEarth it’s about 1979-89 a decade where the world leaders ALMOST stopped #ClimateChange
1
1",['#LosingEarth'],0,1,1
CDEunibe,@CDEunibe,2021-12-15T09:32:51.000Z,"Just out: A new issue of Mountain Research and Development, with articles on #climatechange and #skiresorts, ways of closing the #AdaptationGap in #mountains, the #shearstrength of purple #topsoil under different #landuses, and more https://bit.ly/3ykX7j0
ICIMOD and 9 others
8
14","['#skiresorts,', '#AdaptationGap', '#mountains,', '#shearstrength', '#topsoil', '#landuses,']",0,8,14
Social & Political,@PolyConundrum,2021-12-15T09:32:23.000Z,"Regenerative #Agriculture Can Make #Farmers Stewards Of The Land Again #climatechange #climatecrisis #climate #climateemergency
climateimpactnews.com
Regenerative Agriculture Can Make Farmers Stewards Of The Land Again
For years, “sustainable” has been the buzzword in conversations about agriculture. Rock Hills Ranch in South Dakota uses managed grazing techniques to maintain healthy, diverse plant communitie
1","['#Agriculture', '#Farmers', '#climatecrisis', '#climate', '#climateemergency']",0,0,1
GlobalHealth.ie and ESTHER.ie,@ifglobalhealth,2021-12-15T09:32:05.000Z,"#FMK2021 Podcast  In Ep. 1, the 2020 address, Father Michael himself spoke of the concurrent crises of COVID-19, #HIV, & #ClimateChange.
 Full episode  https://bit.ly/3sg5P1h

Visit https://bit.ly/3ofSsLW to learn more about Father Michael & his inspiring work.
2","['#FMK2021', '#HIV,', '#ClimateChange.']",0,0,2
LeadsConnect,@leads_connect,2021-12-15T09:29:21.000Z,"Climate change isn't in a pause due to #COVID19.
Now more than ever, we need to take #ClimateAction to build a healthier planet.
For that every small action counts, #ActNow.
 
#TogetherForOurPlanet #Climate #ClimateChange #ClimateCrisis #ClimateActionNow  

Source - 
@UNDP
2
3","['#COVID19.', '#ClimateAction', '#ActNow.', '#TogetherForOurPlanet', '#Climate', '#ClimateCrisis', '#ClimateActionNow']",0,2,3
Denmark in #Morocco سفارة #الدنمارك #المغرب,@DKinMorocco,2021-12-15T09:29:10.000Z,"اثنان (على الاقل ) من موظفي سفارة #الدنمارك #الرباط #المغرب يستعملان الدراجة يوميا - العدد قد يصل الى اربع بما فيهم السفير -  تعرفوا على ميكائيل راسموسن الدبلوماسي المسؤول على الشراكة في قطاع #الماء و محاربة #التغيرات_المناخية #climatechange
10
20
176","['#الدنمارك', '#الرباط', '#المغرب', '#الماء', '#التغيرات_المناخية']",10,20,176
FES MENA,@fes_mena,2021-12-15T09:27:28.000Z,"نتعرض مع خبير علوم الطبيعة السيد رضا العوني، من خلال هاته الحلقة، إلى أهمية النظام البيئي البري و الموروث الثقافي و الإيكولوجي في تونس. @ecologiapodcast
 
 #ClimateChange #ClimateForJustice #C4J #لمناخ_عادل
1
1
1","['#ClimateForJustice', '#C4J', '#لمناخ_عادل']",1,1,1
swissinfo.ch,@swissinfo_en,2021-12-15T09:26:54.000Z,"(2/6) Following the #COP26 climate summit in Glasgow, banks have stepped up their pledge to green up finance. How can banks contribute to #climatechange goals? Join the discussion with 
@matthewallen40
 here:
swissinfo.ch
How can banks contribute to climate change goals?
Do you think the financial industry has expertise and motive to properly direct investments into sustainable causes?
1
1
3",['#COP26'],1,1,3
EUSALP,@_Eusalp,2021-12-15T09:24:00.000Z,"[Episode 3] Our French podcast series continues on the transition of mountain resorts  with a presentation of 
Christiane Barret & 
@JP_Halkin_EU
 & Margot Pitel about a resilient #alpineregion #climatechange #Tourism #transition #mountain #tomorrow 
youtube.com
Vers une Région alpine durable et résiliente - épisode 3/3
La présidence tournante de la Stratégie de l’Union Européenne pour la Région Alpine (SUERA/EUSALP) concerne sept pays : la France, l’Autriche, l’Allemagne, l...
1","['#alpineregion', '#Tourism', '#transition', '#mountain', '#tomorrow']",0,0,1
Gail Addis,@gladdis49,2021-12-15T09:23:58.000Z,"""the number of days recording >1mm of rain a year has increased by an average of 5.6 days. The largest increases being seen in #Scotland...An increase of 12 days for the city of #Glasgow contrasts with just one day in Cambridgeshire."" 
#ClimateChange #Rain
metoffice.gov.uk
Charting the UK's changing climate
Over the last 60 years the UK’s climate has been shifting because of climate change.
1","['#Scotland...An', '#Glasgow', '#Rain']",0,0,1
Focus Consultants,@FocusLLP,2021-12-15T09:23:35.000Z,"Number 15 is the door to open today,
Instead of using the car, find another way.
We can all do our bit to fight #climatechange,
If we start now without further delay!

Click here for today's eco tiphttp://bit.ly/3d5V7kP

#SustainableChristmas #AdventCalendar #AFocusChristmas
1","['#climatechange,', '#SustainableChristmas', '#AdventCalendar', '#AFocusChristmas']",0,0,1
Igor Os,@IgorOs6,2021-12-15T09:23:30.000Z,"Wildfires are erasing Western forests. Climate change is making it permanent.. http://url.igoros.com/78r The evidence is clear: Climate change is turning forests into scrublands... #Climatechange #ForestService #LincolnNationalForest #NationalForest #PlumasNationalForest
grist.org
Heat is erasing the forests of the West.
The evidence is clear: Climate change is turning forests into scrublands across large swaths of the Western U.S. after wildfires.
2","['#ForestService', '#LincolnNationalForest', '#NationalForest', '#PlumasNationalForest']",0,0,2
Lucy McDonald,@Lucy_Wakeyplace,2021-12-15T09:22:44.000Z,"Thank you 
@nostellestate
 - it's wonderful to see activity that will support our pledge to ensure we have a carbon neutral district by 2038! #climatechange 
@ClimateWakey
 #wakefield
The Nostell Estate
@nostellestate
 · 10h
We've invested in, A LOT, of solar panels, which are located in the @YorkshireAirAmb building just off Doncaster Road.

We're proud that Nostell Estate is playing a part in renewable energy 

#Wakefield #Yorkshire #RenewableEnergy #Solar
5","['#wakefield', '#Wakefield', '#Yorkshire', '#RenewableEnergy', '#Solar']",0,0,5
zxcxz,@Zxcxz_xyz,2021-12-15T09:21:23.000Z,"Toyota Needs To Build The Compact Cruiser EV Concept ASAP https://ift.tt/3GO2muS #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy
insideevs.com
Toyota Needs To Build The Compact Cruiser EV Concept ASAP
An all-electric compact crossover with good off-road capability is something the market is lacking right now.
1","['#ElectricVehicles', '#Tesla', '#EV', '#Renewables', '#RenewableEnergy']",0,0,1
The Scotsman,@TheScotsman,2021-12-15T09:20:02.000Z,"Learn why 
@ScottishPower
 CEO Keith Anderson thinks #ClimateChange is an opportunity and not an impossible challenge.  https://trib.al/gNMw6uz #Ad
1",['#Ad'],0,0,1
RESBIOS project,@resbios,2021-12-15T09:14:43.000Z,"Should websites and platforms do more to combat the spread of #misinformation?
@MichaelEMann
 has called upon 
@Google
 and 
@YouTube
 to step up and remove #climatechange denial  videos, as they do with videos that share false facts about COVID

https://forbes.com/sites/davidrvetter/2021/12/07/youtube-is-serving-up-climate-misinformation-this-top-scientist-says-google-should-ban-it/?sh=48db6b7de365…

#fakenews
forbes.com
YouTube Is Serving Up Climate Misinformation. This Top Scientist Says Google Should Ban It
Should YouTube treat climate misinformation the same way it treats Covid-19 misinformation? A top U.S. climate expert says yes.
2","['#misinformation?', '#fakenews']",0,0,2
Serg,@golovachserg,2021-12-15T09:14:13.000Z,"Replying to 
@_GlobalCrisis_
 and 
@jurajsmatana
Recent events, volcano in Indonesia, US tornado - speak for themselves - #climatechange. Please see the #CreativeSociety project. The association will give answers to all questions. The goal is the same - to survive the cataclysms.
2","['#climatechange.', '#CreativeSociety']",0,0,2
CAGNE,@CAGNE_GATWICK,2021-12-15T09:14:05.000Z,"Polite Reminder of tonights meeting #climatechange #gatwickairport #sussex #surrey #kent - https://mailchi.mp/eca3e9436583/polite-reminder-of-tonights-meeting…
1","['#gatwickairport', '#sussex', '#surrey', '#kent']",0,0,1
Lara White,@AllatRaLW,2021-12-15T09:13:24.000Z,"#CreativeSociety #friendship #Charity #unity #climatechange
Creative Society
@CreativeScty
 · Dec 13
Parade of Nations 2021. #Charity Event | 

The purpose of this event is to support #friendship between nations for peace. #CreativeSociety team asked honorable guests about the importance of #uniting people in the face of global #climatechange.

https://youtu.be/VfthdRmWNk0
3","['#CreativeSociety', '#friendship', '#Charity', '#unity', '#Charity', '#friendship', '#CreativeSociety', '#uniting', '#climatechange.']",0,0,3
Lin Nan 林楠,@Lin_Nan1,2021-12-15T09:12:33.000Z,"What do ordinary #Chinese do in responding to #climatechange?
8
43
143","['#Chinese', '#climatechange?']",8,43,143
Cool Up programme,@WeAreCoolUp,2021-12-15T09:11:03.000Z,"The #CoolUp programme is part of 
@iki_bmu
 which supports: mitigating #GHGemissions, adapting to #climatechange, conserving natural carbon sinks, conserving biological diversity, and more! Learn more: https://bit.ly/3DJgqDU
1
1","['#CoolUp', '#GHGemissions,', '#climatechange,']",0,1,1
Christophe Eick,@GermanyOnIntLaw,2021-12-15T09:10:15.000Z,"Why the #Antarctic Treaty System is not only one of the most successful international agreements, but also quite fascinating - find out more on the new homepage created for the Antarctic Treaty Consultative Meeting in Berlin in May 2022: https://atcm44-berlin.de  #climatechange
4",['#Antarctic'],0,0,4
Charles Reed Anderson,@CRASingapore,2021-12-15T09:10:14.000Z," @TechburstAsia
 spoke w/ 
@XylemInc
's 
@rpeet
 abt water's role in  #sustainability, why her company is ranked as 1 of the world's most #sustainable companies & what U can do to help fight #climatechange. 
Full Podcast: https://buff.ly/3GY03Gh
@SensusGlobal
 @XylemWatermark
 #ESG
1","['#sustainability,', '#sustainable', '#climatechange.', '#ESG']",0,0,1
Finnish Embassy UK,@finlandinuk,2021-12-15T09:08:49.000Z,"What was achieved at #COP26 & where do we go from here? 

Our 2nd season of #HelloClimateCalling wraps up with a look to the future! 
@helenjadams
 @KingsCollegeLon
 discusses transformational #climatechange #adaptation & empowering communities. 

: https://open.spotify.com/episode/2RnlqjkRTtnzAAjuT7eMu6…
UK in Finland  and 4 others
2
8","['#COP26', '#HelloClimateCalling', '#adaptation']",0,2,8
LeeTyler,@LeeTyler,2021-12-15T09:08:06.000Z,"Was tornado outbreak related to climate change? #ClimateChange #OurPlanet #ClimateCrisis #Climate #Earth [Video]: Jeff Smith says warm weather was a crucial ingredient in the tornado outbreak that devastated the Midwest, but whether climate change is a… http://dlvr.it/SFPfmC
2","['#OurPlanet', '#ClimateCrisis', '#Climate', '#Earth']",0,0,2
one earth(minoru .T),@EarthKikashi,2021-12-15T09:08:00.000Z,"#Climate 
#Climatechange
#ClimateEmergency #ClimateCrisis #気候緊急事態 #気候危機
GO GREEN
@ECOWARRIORSS
 · Dec 11
On the verge of a massive perma frost melting #climate tipping point feedback that will rapidly speed up warming change our climate even faster
Rapid Arctic warming and associated permafrost thaw are threatening large reservoirs northern permafrost soils https://nature.com/articles/s41467-021-27386-2…
2","['#Climate', '#ClimateEmergency', '#ClimateCrisis', '#気候緊急事態', '#気候危機', '#climate']",0,0,2
The Vegan Tester Ⓥ,@LockEllie,2021-12-15T09:02:09.000Z,"@BorisJohnson
 we don't need letters, we need a competent leader who makes timely, effective decisions based upon the facts. Who stops wasting time sweating the small stuff and puts all our resources to the things that matter like #climatechange, Thread 1/4...
Boris Johnson
@BorisJohnson
United Kingdom government official
 · Dec 14
My letter to everyone working in the NHS.
1
1","['#climatechange,']",1,0,1
